date,TQQQ,Daily,Weekly,Monthly
2015-05-15,5.898015987523335,6.012905851823588,6.148128411262632,6.965512145117299
2015-05-18,5.970508592677956,6.087250886582977,6.224145370733548,7.0486657530514245
2015-05-19,5.953421702846445,6.062941048886268,6.199491221715953,7.02169701534306
2015-05-20,5.963261756893069,6.080114611424074,6.216954577270083,7.040799871219819
2015-05-21,6.056986919433563,6.175187204457688,6.313456443908486,7.146398351679952
2015-05-22,6.040414818554514,6.175187204457688,6.313456443908486,7.146398351679952
2015-05-26,5.8312159036836135,5.974745025256964,6.108526143659069,6.92615366039497
2015-05-27,6.111874737175273,6.224818063313927,6.369916832752713,7.207078011523773
2015-05-28,6.0668257300286115,6.225919987887077,6.371032014734784,7.2082212183692995
2015-05-29,5.964295686878509,6.095378162154593,6.2382455446752125,7.0655116479958675
2015-06-01,6.016596503616363,6.137941764927342,6.2818067804671145,7.114849625586617
2015-06-02,5.9617080641488664,6.063529204793397,6.206006612675127,7.0289974473389245
2015-06-03,6.014008880886721,6.16250086736331,6.307649496189565,7.144119395050673
2015-06-04,5.88299820111428,6.034991622403602,6.17809374500244,6.99738299897232
2015-06-05,5.838463361194292,5.974594730819446,6.115863408156866,6.926900173842678
2015-06-08,5.659814808093969,5.776735657285528,5.913325977198442,6.694457794862841
2015-06-09,5.631851447327245,5.773803138761326,5.910255422101185,6.6909336536063595
2015-06-10,5.855034840347554,5.998493540338302,6.145580876910504,6.961007542547071
2015-06-11,5.887141381765489,6.0064293337656895,6.153688072765628,6.970298187192969
2015-06-12,5.737488875965757,5.862075270345528,6.006404858171207,6.801272270952828
2015-06-15,5.658262980527132,5.786967537488167,5.929447905093037,6.71184737321656
2015-06-16,5.744740063831163,5.878127494697926,6.023671324982967,6.8213569857915175
2015-06-17,5.792897078192019,5.889833271707477,6.035631024825085,6.835196187768363
2015-06-18,6.037829061002239,6.191404664601209,6.34312745036896,7.192456798794024
2015-06-19,5.94565386085122,6.064317397855546,6.217734184347315,7.046792293526098
2015-06-22,6.0890922173999265,6.198687662818775,6.355503785608145,7.202955945950964
2015-06-23,6.104107516905834,6.232606628296202,6.389762396839209,7.241788741512654
2015-06-24,6.010382354365339,6.1276147412464566,6.28405504307454,7.121967938792262
2015-06-25,5.971029598888303,6.102087453657517,6.258066981150541,7.092509929567132
2015-06-26,5.860212572709993,5.984455504644471,6.13794845754992,6.956354027006773
2015-06-29,5.445954193264674,5.574590371961444,5.717570854775057,6.475711619484009
2015-06-30,5.508093820597575,5.621384843448329,5.767915594383351,6.533272593339883
2015-07-01,5.62097932847255,5.743345302724784,5.898400939898724,6.675017189778725
2015-07-02,5.642210020681061,5.769646239490993,5.926141918866559,6.705151867761786
2015-07-06,5.59456966045003,5.746196364851233,5.902055990661174,6.678365487332399
2015-07-07,5.623050918798157,5.743369188974339,5.899146685482336,6.675112477599095
