date,continuous_return,estimated_roll_effect_return,badj_close_delta,unadj_close,TQQQ_adjclose,BIL_adjclose,TQQQ,"MNQ 3x, no cash",MNQ 3x + 55% BIL,MNQ 3x + 70% BIL,BIL
2015-09-21,0.0033512451609175,-9.887923813067799e-17,14.5,4341.25,1.953575134277344,73.64602661132812,0.008508126669318106,0.010053735482752499,0.010174098312025,0.01020692453819023,0.000218841507768186
2015-09-22,-0.0170457817448891,1.3877787807814457e-17,-74.0,4267.25,1.8673943281173704,73.64602661132812,-0.04411440576195347,-0.0511373452346673,-0.0511373452346673,-0.0511373452346673,0.0
2015-09-23,-0.0010545433241549,1.214306433183765e-17,-4.5,4262.75,1.870373010635376,73.62991333007812,0.00159510097741844,-0.0031636299724647,-0.0032839664671173176,-0.003316785511113486,-0.00021879362664112278
2015-09-24,-0.0039293883056712,-2.255140518769849e-17,-16.75,4246.0,1.8487275838851929,73.62991333007812,-0.011572786084434572,-0.0117881649170136,-0.0117881649170136,-0.0117881649170136,0.0
2015-09-25,-0.0076542628356099,-6.938893903907228e-18,-32.5,4213.5,1.8038504123687744,73.62991333007812,-0.024274626455297876,-0.0229627885068297,-0.0229627885068297,-0.0229627885068297,0.0
2015-09-28,-0.0281832206004509,-4.510281037539698e-17,-118.75,4094.75,1.6483664512634275,73.64602661132812,-0.0861955958427667,-0.0845496618013527,-0.08442929897208021,-0.08439647274591497,0.000218841507768186
2015-09-29,-0.0048843030710055,4.250072516143178e-17,-20.0,4074.75,1.6239418983459473,73.64602661132812,-0.014817429036340535,-0.014652909213016499,-0.014652909213016499,-0.014652909213016499,0.0
2015-09-30,0.0216577704153629,-3.122502256758253e-17,88.25,4163.0,1.731370210647583,73.62991333007812,0.06615280535039836,0.0649733112460887,0.06485297475143607,0.06482015570743992,-0.00021879362664112278
2015-10-01,0.0058851789574825,-5.637851296924623e-17,24.5,4187.5,1.75559663772583,73.64602661132812,0.013992632499542523,0.0176555368724475,0.017775899701720003,0.017808725927885228,0.000218841507768186
2015-10-02,0.0176119402985074,8.326672684688674e-17,73.75,4261.25,1.8467422723770144,73.64602661132812,0.05191718455855154,0.0528358208955222,0.0528358208955222,0.0528358208955222,0.0
