date,badj_open,badj_high,badj_low,badj_close,unadj_open,unadj_high,unadj_low,unadj_close
2011-10-03,5604.25,5625.75,5540.5,5543.0,2126.5,2148.0,2062.75,2065.25
2011-10-04,5545.0,5604.5,5513.5,5591.25,2067.25,2126.75,2035.75,2113.5
2011-10-05,5590.5,5659.75,5577.0,5645.25,2112.75,2182.0,2099.25,2167.5
2011-10-06,5645.0,5691.5,5626.25,5682.5,2167.25,2213.75,2148.5,2204.75
2011-10-07,5682.25,5704.75,5661.5,5679.5,2204.5,2227.0,2183.75,2201.75
2011-10-10,5683.75,5755.0,5680.75,5754.5,2206.0,2277.25,2203.0,2276.75
2011-10-11,5753.0,5774.0,5740.0,5766.25,2275.25,2296.25,2262.25,2288.5
2011-10-12,5764.75,5806.75,5752.25,5774.25,2287.0,2329.0,2274.5,2296.5
2011-10-13,5777.5,5814.0,5766.75,5803.75,2299.75,2336.25,2289.0,2326.0
2011-10-14,5804.0,5846.75,5798.0,5845.0,2326.25,2369.0,2320.25,2367.25
2011-10-17,5845.0,5866.25,5794.75,5798.75,2367.25,2388.5,2317.0,2321.0
2011-10-18,5798.75,5849.25,5782.5,5841.5,2321.0,2371.5,2304.75,2363.75
2011-10-19,5843.0,5846.0,5783.5,5795.75,2365.25,2368.25,2305.75,2318.0
2011-10-20,5794.0,5810.5,5746.25,5778.75,2316.25,2332.75,2268.5,2301.0
2011-10-21,5774.75,5823.25,5773.75,5812.0,2297.0,2345.5,2296.0,2334.25
2011-10-24,5804.5,5863.5,5798.0,5852.5,2326.75,2385.75,2320.25,2374.75
2011-10-25,5852.75,5864.5,5793.75,5799.5,2375.0,2386.75,2316.0,2321.75
2011-10-26,5801.0,5828.0,5764.5,5804.25,2323.25,2350.25,2286.75,2326.5
2011-10-27,5807.5,5886.5,5806.75,5871.5,2329.75,2408.75,2329.0,2393.75
2011-10-28,5871.5,5879.5,5856.25,5874.25,2393.75,2401.75,2378.5,2396.5
2011-10-31,5875.5,5875.75,5828.25,5833.75,2397.75,2398.0,2350.5,2356.0
2011-11-01,5831.0,5833.5,5760.5,5781.25,2353.25,2355.75,2282.75,2303.5
2011-11-02,5780.75,5807.5,5771.0,5792.25,2303.0,2329.75,2293.25,2314.5
2011-11-03,5794.75,5844.25,5756.75,5838.75,2317.0,2366.5,2279.0,2361.0
2011-11-04,5839.75,5842.25,5804.75,5828.75,2362.0,2364.5,2327.0,2351.0
2011-11-07,5828.75,5849.25,5797.25,5847.5,2351.0,2371.5,2319.5,2369.75
2011-11-08,5846.75,5877.25,5833.0,5872.25,2369.0,2399.5,2355.25,2394.5
2011-11-09,5872.5,5875.25,5780.25,5788.75,2394.75,2397.5,2302.5,2311.0
2011-11-10,5790.0,5821.75,5764.25,5781.25,2312.25,2344.0,2286.5,2303.5
2011-11-11,5786.25,5838.0,5779.25,5828.0,2308.5,2360.25,2301.5,2350.25
2011-11-14,5832.75,5844.25,5807.5,5820.75,2355.0,2366.5,2329.75,2343.0
2011-11-15,5821.0,5852.0,5787.75,5837.5,2343.25,2374.25,2310.0,2359.75
2011-11-16,5839.25,5849.25,5790.0,5791.5,2361.5,2371.5,2312.25,2313.75
2011-11-17,5792.0,5810.5,5733.75,5746.0,2314.25,2332.75,2256.0,2268.25
2011-11-18,5747.75,5767.75,5726.75,5727.5,2270.0,2290.0,2249.0,2249.75
2011-11-21,5721.75,5721.75,5664.75,5691.25,2244.0,2244.0,2187.0,2213.5
2011-11-22,5693.0,5704.5,5668.5,5692.0,2215.25,2226.75,2190.75,2214.25
2011-11-23,5691.75,5694.5,5638.75,5638.75,2214.0,2216.75,2161.0,2161.0
2011-11-25,5642.25,5662.25,5613.5,5625.25,2164.5,2184.5,2135.75,2147.5
2011-11-28,5660.75,5705.75,5656.0,5698.75,2183.0,2228.0,2178.25,2221.0
2011-11-29,5698.75,5722.75,5683.0,5690.25,2221.0,2245.0,2205.25,2212.5
2011-11-30,5689.75,5774.25,5674.0,5772.75,2212.0,2296.5,2196.25,2295.0
2011-12-01,5771.0,5793.25,5761.75,5787.0,2293.25,2315.5,2284.0,2309.25
2011-12-02,5787.0,5822.5,5778.5,5781.0,2309.25,2344.75,2300.75,2303.25
2011-12-05,5786.75,5821.5,5786.75,5802.75,2309.0,2343.75,2309.0,2325.0
2011-12-06,5797.75,5819.25,5790.5,5799.25,2320.0,2341.5,2312.75,2321.5
2011-12-07,5799.75,5821.5,5769.25,5799.25,2322.0,2343.75,2291.5,2321.5
2011-12-08,5800.5,5818.75,5755.5,5763.0,2322.75,2341.0,2277.75,2285.25
2011-12-09,5762.0,5804.75,5746.75,5799.75,2284.25,2327.0,2269.0,2322.0
2011-12-12,5799.25,5803.25,5751.0,5771.75,2321.5,2325.5,2273.25,2294.0
2011-12-13,5772.75,5796.0,5736.25,5748.75,2291.5,2314.75,2255.0,2267.5
2011-12-14,5748.0,5757.75,5697.25,5709.75,2266.75,2276.5,2216.0,2228.5
2011-12-15,5710.5,5733.25,5696.25,5704.5,2229.25,2252.0,2215.0,2223.25
2011-12-16,5704.5,5745.5,5703.0,5714.0,2223.25,2264.25,2221.75,2232.75
2011-12-19,5716.25,5732.25,5685.5,5693.75,2235.0,2251.0,2204.25,2212.5
2011-12-20,5695.25,5764.5,5693.5,5748.0,2214.0,2283.25,2212.25,2266.75
2011-12-21,5750.75,5772.5,5699.0,5720.25,2269.5,2291.25,2217.75,2239.0
2011-12-22,5722.25,5745.5,5715.75,5742.0,2241.0,2264.25,2234.5,2260.75
2011-12-23,5743.25,5764.5,5741.5,5759.75,2262.0,2283.25,2260.25,2278.5
2011-12-27,5761.25,5777.75,5756.25,5765.75,2280.0,2296.5,2275.0,2284.5
2011-12-28,5765.75,5773.5,5735.0,5740.75,2284.5,2292.25,2253.75,2259.5
2011-12-29,5743.5,5763.25,5739.5,5758.5,2262.25,2282.0,2258.25,2277.25
2011-12-30,5759.5,5765.75,5751.5,5755.75,2278.25,2284.5,2270.25,2274.5
2012-01-03,5793.75,5809.5,5789.25,5797.25,2312.5,2328.25,2308.0,2316.0
2012-01-04,5797.5,5810.75,5783.75,5810.0,2316.25,2329.5,2302.5,2328.75
2012-01-05,5810.25,5828.75,5790.5,5820.75,2329.0,2347.5,2309.25,2339.5
2012-01-06,5821.5,5840.0,5813.75,5833.5,2340.25,2358.75,2332.5,2352.25
2012-01-09,5834.5,5844.75,5819.75,5828.0,2353.25,2363.5,2338.5,2346.75
2012-01-10,5827.75,5859.5,5827.5,5844.75,2346.5,2378.25,2346.25,2363.5
2012-01-11,5844.5,5854.5,5833.75,5848.25,2363.25,2373.25,2352.5,2367.0
2012-01-12,5848.25,5864.25,5837.0,5859.75,2367.0,2383.0,2355.75,2378.5
2012-01-13,5859.25,5868.0,5829.75,5854.75,2378.0,2386.75,2348.5,2373.5
2012-01-17,5848.5,5882.25,5842.75,5871.0,2367.25,2401.0,2361.5,2389.75
2012-01-18,5871.5,5904.25,5869.0,5901.75,2390.25,2423.0,2387.75,2420.5
2012-01-19,5901.5,5923.75,5899.75,5906.5,2420.25,2442.5,2418.5,2425.25
2012-01-20,5909.25,5918.25,5904.0,5916.0,2428.0,2437.0,2422.75,2434.75
2012-01-23,5911.25,5933.5,5902.0,5916.25,2430.0,2452.25,2420.75,2435.0
2012-01-24,5916.75,5921.0,5900.75,5918.75,2435.5,2439.75,2419.5,2437.5
2012-01-25,5919.25,5950.25,5918.0,5941.75,2438.0,2469.0,2436.75,2460.5
2012-01-26,5941.5,5957.25,5922.0,5934.5,2460.25,2476.0,2440.75,2453.25
2012-01-27,5934.25,5945.75,5926.0,5937.5,2453.0,2464.5,2444.75,2456.25
2012-01-30,5941.25,5946.75,5910.5,5943.25,2460.0,2465.5,2429.25,2462.0
2012-01-31,5943.5,5959.75,5930.0,5945.5,2462.25,2478.5,2448.75,2464.25
2012-02-01,5936.25,5975.5,5934.75,5968.75,2455.0,2494.25,2453.5,2487.5
2012-02-02,5969.75,5982.0,5960.75,5972.75,2488.5,2500.75,2479.5,2491.5
2012-02-03,5973.25,6011.25,5971.0,6004.25,2492.0,2530.0,2489.75,2523.0
2012-02-06,6001.0,6007.5,5991.75,6007.0,2519.75,2526.25,2510.5,2525.75
2012-02-07,6006.0,6016.0,5993.0,6010.5,2524.75,2534.75,2511.75,2529.25
2012-02-08,6010.0,6028.75,6002.25,6026.0,2528.75,2547.5,2521.0,2544.75
2012-02-09,6026.25,6046.25,6016.5,6042.25,2545.0,2565.0,2535.25,2561.0
2012-02-10,6042.5,6042.5,6016.5,6029.75,2561.25,2561.25,2535.25,2548.5
2012-02-13,6038.0,6052.5,6033.0,6049.0,2556.75,2571.25,2551.75,2567.75
2012-02-14,6050.75,6058.75,6034.5,6057.25,2569.5,2577.5,2553.25,2576.0
2012-02-15,6057.75,6081.75,6033.75,6038.75,2576.5,2600.5,2552.5,2557.5
2012-02-16,6037.75,6075.5,6024.0,6074.75,2556.5,2594.25,2542.75,2593.5
2012-02-17,6075.0,6078.75,6053.25,6063.25,2593.75,2597.5,2572.0,2582.0
2012-02-21,6075.0,6083.0,6055.5,6072.25,2593.75,2601.75,2574.25,2591.0
2012-02-22,6071.5,6081.75,6056.5,6060.0,2590.25,2600.5,2575.25,2578.75
2012-02-23,6060.25,6083.25,6050.5,6082.0,2579.0,2602.0,2569.25,2600.75
2012-02-24,6081.5,6090.75,6079.25,6082.75,2600.25,2609.5,2598.0,2601.5
2012-02-27,6083.75,6098.0,6060.0,6089.25,2602.5,2616.75,2578.75,2608.0
2012-02-28,6090.75,6116.25,6088.75,6113.25,2609.5,2635.0,2607.5,2632.0
2012-02-29,6113.5,6126.5,6095.5,6104.25,2632.25,2645.25,2614.25,2623.0
2012-03-01,6105.0,6127.5,6097.75,6124.5,2623.75,2646.25,2616.5,2643.25
2012-03-02,6125.75,6131.25,6114.0,6124.75,2644.5,2650.0,2632.75,2643.5
2012-03-05,6121.0,6126.25,6086.75,6097.25,2639.75,2645.0,2605.5,2616.0
2012-03-06,6097.0,6098.75,6056.25,6070.75,2615.75,2617.5,2575.0,2589.5
2012-03-07,6071.0,6095.75,6069.5,6090.0,2589.75,2614.5,2588.25,2608.75
2012-03-08,6089.25,6125.5,6085.75,6119.0,2608.0,2644.25,2604.5,2637.75
2012-03-09,6118.75,6133.75,6112.75,6129.75,2637.5,2652.5,2631.5,2648.5
2012-03-12,6130.5,6133.75,6116.5,6132.75,2649.25,2652.5,2635.25,2651.5
2012-03-13,6132.0,6182.25,6131.0,6179.75,2646.25,2696.5,2645.25,2694.0
2012-03-14,6178.5,6199.5,6171.75,6188.5,2692.75,2713.75,2686.0,2702.75
2012-03-15,6188.0,6203.0,6182.75,6197.5,2702.25,2717.25,2697.0,2711.75
2012-03-16,6197.0,6205.75,6188.5,6194.75,2711.25,2720.0,2702.75,2709.0
2012-03-19,6194.25,6220.75,6186.0,6213.5,2708.5,2735.0,2700.25,2727.75
2012-03-20,6215.0,6223.75,6193.0,6221.25,2729.25,2738.0,2707.25,2735.5
2012-03-21,6222.0,6234.25,6215.75,6221.0,2736.25,2748.5,2730.0,2735.25
2012-03-22,6220.5,6226.5,6201.25,6217.0,2734.75,2740.75,2715.5,2731.25
2012-03-23,6218.25,6232.25,6196.5,6214.5,2732.5,2746.5,2710.75,2728.75
2012-03-26,6215.5,6263.75,6214.75,6262.75,2729.75,2778.0,2729.0,2777.0
2012-03-27,6261.5,6275.25,6257.75,6261.5,2775.75,2789.5,2772.0,2775.75
2012-03-28,6262.0,6276.0,6236.0,6253.75,2776.25,2790.25,2750.25,2768.0
2012-03-29,6251.0,6259.0,6222.75,6244.0,2765.25,2773.25,2737.0,2758.25
2012-03-30,6244.75,6259.0,6226.0,6236.5,2759.0,2773.25,2740.25,2750.75
2012-04-02,6243.75,6269.5,6229.25,6262.75,2758.0,2783.75,2743.5,2777.0
2012-04-03,6262.75,6277.25,6248.75,6264.75,2777.0,2791.5,2763.0,2779.0
2012-04-04,6266.25,6266.75,6210.5,6222.25,2780.5,2781.0,2724.75,2736.5
2012-04-05,6224.25,6246.5,6208.25,6239.5,2738.5,2760.75,2722.5,2753.75
2012-04-06,6240.75,6247.0,6204.75,6239.5,2755.0,2761.25,2719.0,2753.75
2012-04-09,6211.5,6233.75,6204.5,6214.25,2725.75,2748.0,2718.75,2728.5
2012-04-10,6214.5,6231.75,6170.0,6182.75,2728.75,2746.0,2684.25,2697.0
2012-04-11,6184.25,6209.5,6183.25,6190.0,2698.5,2723.75,2697.5,2704.25
2012-04-12,6192.0,6226.0,6190.5,6224.5,2706.25,2740.25,2704.75,2738.75
2012-04-13,6224.25,6228.5,6176.75,6179.25,2738.5,2742.75,2691.0,2693.5
2012-04-16,6180.5,6195.75,6142.25,6149.5,2694.75,2710.0,2656.5,2663.75
2012-04-17,6150.75,6214.0,6140.0,6198.5,2665.0,2728.25,2654.25,2712.75
2012-04-18,6199.25,6214.0,6180.25,6180.25,2713.5,2728.25,2694.5,2694.5
2012-04-19,6184.0,6220.75,6157.25,6169.25,2698.25,2735.0,2671.5,2683.5
2012-04-20,6171.5,6193.75,6155.5,6160.0,2685.75,2708.0,2669.75,2674.25
2012-04-23,6156.75,6160.75,6110.75,6136.0,2671.0,2675.0,2625.0,2650.25
2012-04-24,6137.0,6151.75,6110.5,6118.25,2651.25,2666.0,2624.75,2632.5
2012-04-25,6118.25,6192.5,6117.75,6190.25,2632.5,2706.75,2632.0,2704.5
2012-04-26,6190.25,6212.75,6180.75,6206.0,2704.5,2727.0,2695.0,2720.25
2012-04-27,6205.25,6231.75,6194.5,6222.5,2719.5,2746.0,2708.75,2736.75
2012-04-30,6226.75,6230.0,6201.25,6205.0,2741.0,2744.25,2715.5,2719.25
2012-05-01,6205.25,6238.75,6196.25,6204.25,2719.5,2753.0,2710.5,2718.5
2012-05-02,6203.75,6217.75,6188.25,6213.25,2718.0,2732.0,2702.5,2727.5
2012-05-03,6213.75,6224.0,6177.75,6177.75,2728.0,2738.25,2692.0,2692.0
2012-05-04,6181.0,6186.25,6111.0,6111.25,2695.25,2700.5,2625.25,2625.5
2012-05-07,6096.0,6134.0,6072.25,6122.25,2610.25,2648.25,2586.5,2636.5
2012-05-08,6122.5,6127.5,6069.0,6108.5,2636.75,2641.75,2583.25,2622.75
2012-05-09,6110.0,6118.0,6070.0,6105.0,2624.25,2632.25,2584.25,2619.25
2012-05-10,6105.0,6122.25,6086.75,6104.5,2619.25,2636.5,2601.0,2618.75
2012-05-11,6105.0,6126.0,6083.25,6096.5,2619.25,2640.25,2597.5,2610.75
2012-05-14,6087.75,6098.75,6069.25,6070.75,2602.0,2613.0,2583.5,2585.0
2012-05-15,6072.75,6102.0,6060.25,6064.0,2587.0,2616.25,2574.5,2578.25
2012-05-16,6064.75,6081.75,6042.0,6043.25,2579.0,2596.0,2556.25,2557.5
2012-05-17,6045.5,6056.75,5990.5,5990.5,2559.75,2571.0,2504.75,2504.75
2012-05-18,5992.75,6007.5,5953.75,5954.0,2507.0,2521.75,2468.0,2468.25
2012-05-21,5958.25,6032.25,5950.75,6029.25,2472.5,2546.5,2465.0,2543.5
2012-05-22,6030.5,6047.25,6008.0,6021.0,2544.75,2561.5,2522.25,2535.25
2012-05-23,6022.5,6038.0,5983.25,6026.25,2536.75,2552.25,2497.5,2540.5
2012-05-24,6026.5,6042.0,5996.0,6022.0,2540.75,2556.25,2510.25,2536.25
2012-05-25,6022.0,6037.25,6004.0,6009.75,2536.25,2551.5,2518.25,2524.0
2012-05-29,6019.0,6055.75,6017.25,6045.25,2533.25,2570.0,2531.5,2559.5
2012-05-30,6045.75,6046.75,6006.0,6016.5,2560.0,2561.0,2520.25,2530.75
2012-05-31,6017.5,6028.25,5991.75,6009.75,2531.75,2542.5,2506.0,2524.0
2012-06-01,6005.75,6007.75,5939.75,5940.75,2520.0,2522.0,2454.0,2455.0
2012-06-04,5945.75,5966.0,5919.5,5954.75,2460.0,2480.25,2433.75,2469.0
2012-06-05,5957.5,5977.75,5945.25,5974.5,2471.75,2492.0,2459.5,2488.75
2012-06-06,5976.0,6037.5,5972.75,6035.75,2490.25,2551.75,2487.0,2550.0
2012-06-07,6036.75,6056.25,6017.75,6022.0,2551.0,2570.5,2532.0,2536.25
2012-06-08,6022.5,6050.0,6003.5,6048.25,2536.75,2564.25,2517.75,2562.5
2012-06-11,6072.75,6089.75,5999.25,6001.0,2587.0,2604.0,2513.5,2515.25
2012-06-12,6003.0,6037.75,5996.0,6036.0,2512.0,2546.75,2505.0,2545.0
2012-06-13,6034.75,6043.75,6005.0,6013.5,2543.75,2552.75,2514.0,2522.5
2012-06-14,6014.5,6033.75,6000.0,6026.0,2523.5,2542.75,2509.0,2535.0
2012-06-15,6026.75,6058.75,6024.5,6055.0,2535.75,2567.75,2533.5,2564.0
2012-06-18,6071.25,6085.5,6040.25,6078.5,2580.25,2594.5,2549.25,2587.5
2012-06-19,6080.25,6117.0,6076.0,6103.5,2589.25,2626.0,2585.0,2612.5
2012-06-20,6103.0,6119.25,6088.5,6108.25,2612.0,2628.25,2597.5,2617.25
2012-06-21,6109.25,6111.5,6039.5,6042.75,2618.25,2620.5,2548.5,2551.75
2012-06-22,6043.25,6072.75,6039.5,6064.5,2552.25,2581.75,2548.5,2573.5
2012-06-25,6064.75,6068.25,6012.0,6017.5,2573.75,2577.25,2521.0,2526.5
2012-06-26,6019.25,6042.75,6016.25,6039.25,2528.25,2551.75,2525.25,2548.25
2012-06-27,6039.25,6062.5,6033.5,6048.75,2548.25,2571.5,2542.5,2557.75
2012-06-28,6050.0,6055.75,5994.5,6018.75,2559.0,2564.75,2503.5,2527.75
2012-06-29,6019.25,6107.25,6009.75,6100.75,2528.25,2616.25,2518.75,2609.75
2012-07-02,6103.0,6111.25,6090.5,6105.25,2612.0,2620.25,2599.5,2614.25
2012-07-03,6106.0,6133.5,6104.5,6132.5,2615.0,2642.5,2613.5,2641.5
2012-07-05,6132.0,6146.75,6112.0,6133.5,2641.0,2655.75,2621.0,2642.5
2012-07-06,6133.5,6135.75,6081.5,6100.0,2642.5,2644.75,2590.5,2609.0
2012-07-09,6093.5,6106.5,6082.5,6097.0,2602.5,2615.5,2591.5,2606.0
2012-07-10,6097.0,6116.5,6059.5,6069.0,2606.0,2625.5,2568.5,2578.0
2012-07-11,6068.5,6080.25,6034.0,6052.5,2577.5,2589.25,2543.0,2561.5
2012-07-12,6054.5,6060.75,6007.5,6028.75,2563.5,2569.75,2516.5,2537.75
2012-07-13,6028.5,6075.75,6028.5,6068.0,2537.5,2584.75,2537.5,2577.0
2012-07-16,6068.25,6075.5,6052.25,6062.5,2577.25,2584.5,2561.25,2571.5
2012-07-17,6062.75,6085.0,6039.0,6078.0,2571.75,2594.0,2548.0,2587.0
2012-07-18,6078.75,6119.5,6067.75,6111.0,2587.75,2628.5,2576.75,2620.0
2012-07-19,6114.0,6149.0,6114.0,6143.25,2623.0,2658.0,2623.0,2652.25
2012-07-20,6144.5,6148.5,6103.75,6104.25,2653.5,2657.5,2612.75,2613.25
2012-07-23,6100.0,6104.0,6034.25,6070.25,2609.0,2613.0,2543.25,2579.25
2012-07-24,6070.25,6081.0,6036.0,6039.5,2579.25,2590.0,2545.0,2548.5
2012-07-25,6046.0,6051.75,6007.75,6034.5,2555.0,2560.75,2516.75,2543.5
2012-07-26,6034.0,6084.5,6020.75,6063.5,2543.0,2593.5,2529.75,2572.5
2012-07-27,6063.75,6137.0,6063.5,6133.0,2572.75,2646.0,2572.5,2642.0
2012-07-30,6131.0,6148.75,6119.25,6126.75,2640.0,2657.75,2628.25,2635.75
2012-07-31,6128.0,6143.5,6122.0,6127.5,2637.0,2652.5,2631.0,2636.5
2012-08-01,6125.75,6147.25,6109.5,6116.0,2634.75,2656.25,2618.5,2625.0
2012-08-02,6116.25,6139.75,6091.0,6109.5,2625.25,2648.75,2600.0,2618.5
2012-08-03,6110.75,6172.25,6107.0,6162.0,2619.75,2681.25,2616.0,2671.0
2012-08-06,6166.0,6192.75,6162.75,6177.5,2675.0,2701.75,2671.75,2686.5
2012-08-07,6178.75,6214.0,6177.25,6201.0,2687.75,2723.0,2686.25,2710.0
2012-08-08,6198.75,6208.0,6191.75,6197.75,2707.75,2717.0,2700.75,2706.75
2012-08-09,6198.25,6214.25,6194.5,6208.75,2707.25,2723.25,2703.5,2717.75
2012-08-10,6209.0,6214.0,6193.25,6212.0,2718.0,2723.0,2702.25,2721.0
2012-08-13,6211.0,6220.75,6196.75,6219.0,2720.0,2729.75,2705.75,2728.0
2012-08-14,6219.0,6234.0,6211.75,6217.75,2728.0,2743.0,2720.75,2726.75
2012-08-15,6216.75,6231.75,6209.5,6229.5,2725.75,2740.75,2718.5,2738.5
2012-08-16,6231.0,6265.0,6229.25,6254.5,2740.0,2774.0,2738.25,2763.5
2012-08-17,6256.75,6271.5,6254.25,6267.0,2765.75,2780.5,2763.25,2776.0
2012-08-20,6265.75,6275.25,6258.0,6271.0,2774.75,2784.25,2767.0,2780.0
2012-08-21,6272.0,6293.5,6252.5,6265.0,2781.0,2802.5,2761.5,2774.0
2012-08-22,6266.5,6280.75,6250.0,6272.25,2775.5,2789.75,2759.0,2781.25
2012-08-23,6273.0,6283.5,6245.0,6252.0,2782.0,2792.5,2754.0,2761.0
2012-08-24,6253.25,6276.25,6241.5,6266.0,2762.25,2785.25,2750.5,2775.0
2012-08-27,6275.0,6286.75,6267.5,6273.75,2784.0,2795.75,2776.5,2782.75
2012-08-28,6274.25,6281.5,6262.0,6271.75,2783.25,2790.5,2771.0,2780.75
2012-08-29,6273.0,6281.5,6262.25,6272.25,2782.0,2790.5,2771.25,2781.25
2012-08-30,6272.25,6273.5,6241.25,6244.75,2781.25,2782.5,2750.25,2753.75
2012-08-31,6246.0,6276.25,6236.25,6262.0,2755.0,2785.25,2745.25,2771.0
2012-09-04,6264.0,6273.75,6233.75,6265.5,2773.0,2782.75,2742.75,2774.5
2012-09-05,6266.25,6271.75,6248.0,6258.5,2775.25,2780.75,2757.0,2767.5
2012-09-06,6258.5,6320.5,6257.5,6316.5,2767.5,2829.5,2766.5,2825.5
2012-09-07,6317.5,6327.25,6308.0,6314.0,2826.5,2836.25,2817.0,2823.0
2012-09-10,6313.25,6314.75,6275.5,6275.5,2822.25,2823.75,2784.5,2784.5
2012-09-11,6275.5,6290.75,6268.75,6270.25,2784.5,2799.75,2777.75,2779.25
2012-09-12,6272.25,6291.25,6266.25,6287.25,2781.25,2800.25,2775.25,2796.25
2012-09-13,6287.0,6333.0,6276.25,6318.5,2796.0,2842.0,2785.25,2827.5
2012-09-14,6318.5,6356.25,6317.75,6347.5,2827.5,2865.25,2826.75,2856.5
2012-09-17,6349.0,6349.5,6336.75,6343.0,2858.0,2858.5,2845.75,2852.0
2012-09-18,6343.5,6351.0,6335.0,6346.75,2846.75,2854.25,2838.25,2850.0
2012-09-19,6349.0,6363.0,6341.5,6350.25,2852.25,2866.25,2844.75,2853.5
2012-09-20,6351.5,6354.75,6334.0,6350.0,2854.75,2858.0,2837.25,2853.25
2012-09-21,6351.0,6368.5,6349.0,6349.25,2854.25,2871.75,2852.25,2852.5
2012-09-24,6348.75,6354.0,6323.0,6335.0,2852.0,2857.25,2826.25,2838.25
2012-09-25,6337.25,6349.75,6295.0,6300.0,2840.5,2853.0,2798.25,2803.25
2012-09-26,6301.0,6304.0,6259.0,6271.0,2804.25,2807.25,2762.25,2774.25
2012-09-27,6271.5,6318.0,6271.5,6311.25,2774.75,2821.25,2774.75,2814.5
2012-09-28,6311.25,6316.0,6285.5,6288.75,2814.5,2819.25,2788.75,2792.0
2012-10-01,6285.75,6319.25,6274.5,6285.0,2789.0,2822.5,2777.75,2788.25
2012-10-02,6283.75,6304.5,6269.25,6292.0,2787.0,2807.75,2772.5,2795.25
2012-10-03,6292.0,6314.0,6284.75,6304.75,2795.25,2817.25,2788.0,2808.0
2012-10-04,6305.75,6326.75,6304.5,6318.25,2809.0,2830.0,2807.75,2821.5
2012-10-05,6318.75,6337.5,6296.5,6301.0,2822.0,2840.75,2799.75,2804.25
2012-10-08,6303.0,6304.75,6271.25,6274.25,2806.25,2808.0,2774.5,2777.5
2012-10-09,6275.5,6283.5,6226.75,6230.75,2778.75,2786.75,2730.0,2734.0
2012-10-10,6231.75,6240.5,6214.0,6219.5,2735.0,2743.75,2717.25,2722.75
2012-10-11,6219.25,6242.25,6208.75,6210.0,2722.5,2745.5,2712.0,2713.25
2012-10-12,6210.5,6225.0,6204.0,6206.75,2713.75,2728.25,2707.25,2710.0
2012-10-15,6209.75,6233.0,6201.75,6228.0,2713.0,2736.25,2705.0,2731.25
2012-10-16,6229.25,6274.0,6226.5,6262.0,2732.5,2777.25,2729.75,2765.25
2012-10-17,6262.5,6275.5,6250.25,6267.25,2765.75,2778.75,2753.5,2770.5
2012-10-18,6267.75,6270.75,6224.25,6229.5,2771.0,2774.0,2727.5,2732.75
2012-10-19,6227.75,6234.25,6160.75,6160.75,2731.0,2737.5,2664.0,2664.0
2012-10-22,6161.25,6189.75,6154.25,6184.5,2664.5,2693.0,2657.5,2687.75
2012-10-23,6187.75,6192.0,6148.25,6157.25,2691.0,2695.25,2651.5,2660.5
2012-10-24,6156.75,6177.25,6143.0,6147.25,2660.0,2680.5,2646.25,2650.5
2012-10-25,6149.25,6170.25,6137.0,6144.75,2652.5,2673.5,2640.25,2648.0
2012-10-26,6148.25,6166.0,6101.25,6155.75,2651.5,2669.25,2604.5,2659.0
2012-10-29,6151.25,6155.75,6131.0,6155.75,2654.5,2659.0,2634.25,2659.0
2012-10-30,6134.0,6155.75,6122.75,6155.75,2637.25,2659.0,2626.0,2659.0
2012-10-31,6159.0,6173.5,6128.5,6137.25,2662.25,2676.75,2631.75,2640.5
2012-11-01,6131.0,6185.5,6124.0,6181.5,2634.25,2688.75,2627.25,2684.75
2012-11-02,6182.75,6190.75,6137.75,6137.75,2686.0,2694.0,2641.0,2641.0
2012-11-05,6137.25,6170.25,6131.5,6159.0,2640.5,2673.5,2634.75,2662.25
2012-11-06,6158.0,6188.5,6150.0,6172.5,2661.25,2691.75,2653.25,2675.75
2012-11-07,6173.5,6184.75,6095.75,6106.75,2676.75,2688.0,2599.0,2610.0
2012-11-08,6109.5,6120.0,6065.25,6068.75,2612.75,2623.25,2568.5,2572.0
2012-11-09,6070.25,6104.0,6053.0,6077.25,2573.5,2607.25,2556.25,2580.5
2012-11-12,6078.25,6094.0,6068.75,6077.75,2581.5,2597.25,2572.0,2581.0
2012-11-13,6078.5,6082.5,6049.75,6057.25,2581.75,2585.75,2553.0,2560.5
2012-11-14,6064.25,6082.5,6023.25,6026.25,2567.5,2585.75,2526.5,2529.5
2012-11-15,6028.0,6037.75,6009.5,6018.75,2531.25,2541.0,2512.75,2522.0
2012-11-16,6019.5,6036.0,5988.75,6029.75,2522.75,2539.25,2492.0,2533.0
2012-11-19,6031.75,6091.0,6031.25,6082.25,2535.0,2594.25,2534.5,2585.5
2012-11-20,6081.5,6093.5,6064.75,6090.25,2584.75,2596.75,2568.0,2593.5
2012-11-21,6088.75,6098.75,6073.75,6092.75,2592.0,2602.0,2577.0,2596.0
2012-11-23,6095.0,6135.5,6093.0,6131.0,2598.25,2638.75,2596.25,2634.25
2012-11-26,6129.75,6147.5,6119.75,6142.5,2633.0,2650.75,2623.0,2645.75
2012-11-27,6145.25,6155.5,6133.25,6138.0,2648.5,2658.75,2636.5,2641.25
2012-11-28,6136.75,6162.25,6108.25,6157.25,2640.0,2665.5,2611.5,2660.5
2012-11-29,6160.25,6185.25,6156.5,6176.75,2663.5,2688.5,2659.75,2680.0
2012-11-30,6168.75,6186.5,6164.0,6172.5,2672.0,2689.75,2667.25,2675.75
