date,TQQQ,"MNQ 3x, no cash",MNQ 3x + 55% BIL,MNQ 3x + 70% BIL,BIL
2011-01-04,-0.0015525270083510678,-0.0066651855143301485,-0.0066651855143301485,-0.0066651855143301485,0.0
2011-01-05,0.024818578529935076,0.03239812959251837,0.03239812959251837,0.03239812959251837,0.0
2011-01-06,0.009042260737594399,0.008591254543451922,0.008591254543451922,0.008591254543451922,0.0
2011-01-07,-0.002319624488345773,-0.0042833607907743,-0.004403509780477001,-0.004436277686759556,-0.00021845270855036514
2011-01-10,0.011244237155875192,0.012538495380554333,0.01265867062286425,0.012691445688948772,0.00021850044056348494
2011-01-11,0.004596092381426775,0.003943044906900329,0.003943044906900329,0.003943044906900329,0.0
2011-01-12,0.020280332270739665,0.024939838109822796,0.024819689120120093,0.02478692121383754,-0.00021845270855036514
2011-01-13,0.0031504758760252383,-0.002278151442829247,-0.002278151442829247,-0.002278151442829247,0.0
2011-01-14,0.02168686133696096,0.022473129953316687,0.022473129953316687,0.022473129953316687,0.0
2011-01-18,0.007980524987851956,0.013900862068965517,0.013900862068965517,0.013900862068965517,0.0
2011-01-19,-0.03349176845029067,-0.046658800815188244,-0.04653862557287833,-0.0465058505067938,0.00021850044056348494
2011-01-20,-0.022457049170289234,-0.0169971671388102,-0.0169971671388102,-0.0169971671388102,0.0
2011-01-21,-0.02284617697004121,-0.01643655489809336,-0.01655670388779606,-0.016589471794078613,-0.00021845270855036514
2011-01-24,0.04129817666517277,0.038342882327016305,0.038342882327016305,0.038342882327016305,0.0
2011-01-25,0.0034770933047889585,0.004242819843342037,0.004362995085651954,0.004395770151736476,0.00021850044056348494
2011-01-26,0.015506226191144723,0.022487778381314504,0.022367629391611802,0.02233486148532925,-0.00021845270855036514
2011-01-27,0.01927933611730004,0.005822730213500108,0.005942905455810025,0.005975680521894547,0.00021850044056348494
2011-01-28,-0.07542612313328556,-0.07102884201463625,-0.07114899100433894,-0.0711817589106215,-0.00021845270855036514
2011-01-31,0.014804597778344863,0.015873015873015872,0.015873015873015872,0.015873015873015872,0.0
2011-02-01,0.05553233813709557,0.05592105263157894,0.05592105263157894,0.05592105263157894,0.0
2011-02-02,-0.004507808564088167,-0.0035522066738428414,-0.0035522066738428414,-0.0035522066738428414,0.0
2011-02-03,0.0038737763697709315,0.0025864856126737792,0.0025864856126737792,0.0025864856126737792,0.0
2011-02-04,0.018044628942572638,0.02035102831915581,0.020471203561465725,0.02050397862755025,0.00021850044056348494
2011-02-07,0.014516108474752931,0.009625668449197862,0.009505519459495161,0.009472751553212606,-0.00021845270855036514
2011-02-08,0.021321755416483512,0.022707889125799574,0.022707889125799574,0.022707889125799574,0.0
2011-02-09,-0.0060779126682770634,-0.0006348534546608825,-0.0005146782123509658,-0.0004819031462664431,0.00021850044056348494
2011-02-10,0.004869636861133397,-0.0006349878293999366,-0.0007551368191026374,-0.0007879047253851922,-0.00021845270855036514
2011-02-11,0.020506556542246646,0.020959034614163225,0.020959034614163225,0.020959034614163225,0.0
2011-02-14,0.00629412433675669,0.004415011037527594,0.004415011037527594,0.004415011037527594,0.0
2011-02-15,-0.002578553969602493,-0.00031489451033903646,-0.00019471926802911972,-0.00016194420194459702,0.00021850044056348494
2011-02-16,0.018480656964350528,0.013226957799706068,0.013226957799706068,0.013226957799706068,0.0
2011-02-17,-0.0008646342971215804,0.0018812709030100335,0.0018812709030100335,0.0018812709030100335,0.0
2011-02-18,-0.005674686414883556,0.0018800919156047628,0.0017599429259020619,0.0017271750196195073,-0.00021845270855036514
2011-02-22,-0.08806373450191063,-0.0917536534446764,-0.0917536534446764,-0.0917536534446764,0.0
2011-02-23,-0.024677341956736987,-0.023581350274577365,-0.02346117503226745,-0.023428399966182924,0.00021850044056348494
2011-02-24,0.01423869680704648,0.006186238332971565,0.006186238332971565,0.006186238332971565,0.0
2011-02-25,0.042845002369416685,0.04873822159644753,0.04873822159644753,0.04873822159644753,0.0
2011-02-28,0.0072804792592338075,0.006394543323031013,0.006274394333328313,0.006241626427045757,-0.00021845270855036514
2011-03-01,-0.04807302854608697,-0.050090396681910024,-0.050090396681910024,-0.050090396681910024,0.0
2011-03-02,0.014102263050565167,0.015249837767683322,0.015370013009993239,0.015402788076077761,0.00021850044056348494
2011-03-03,0.05966270044078281,0.0626277843538147,0.06250763536411201,0.06247486745782945,-0.00021845270855036514
2011-03-04,-0.014804577502263827,-0.015178665542321071,-0.015058490300011154,-0.015025715233926632,0.00021850044056348494
