date,Daily,Weekly,Monthly
2019-10-07,19.081862530157853,20.401722029335804,23.987558784837677
2019-10-08,18.209126181879316,19.46200313032014,22.881738260051566
2019-10-09,18.76636557861552,20.081182320137664,23.610361529561057
2019-10-10,19.20872998687796,20.56298734887027,24.17732883252343
2019-10-11,19.942029334014016,21.34940464783465,25.10275067000333
2019-10-14,19.93061068889338,21.337180150962876,25.088693629434015
2019-10-15,20.708684481934178,22.170483354388665,26.04691522824232
2019-10-16,20.620877942625118,22.078799627850376,25.941487423972458
2019-10-17,20.653955402997322,22.1134357023204,25.981315705585516
2019-10-18,20.0929853779057,21.526659852475344,25.3065777582584
2019-10-21,20.609285163969957,22.079798655270288,25.93914458387757
2019-10-22,19.913082469474197,21.346377576008845,25.100407829908445
2019-10-23,20.23805181278071,21.696698817778977,25.50103348613392
2019-10-24,20.443595527009105,21.91590567666438,25.751717376286702
2019-10-25,21.275186301449924,22.796830436671144,26.759138617087608
2019-10-28,21.74380565563051,23.29896639004087,27.312048879480663
2019-10-29,21.42549552002506,22.962790624649273,26.941880144488703
2019-10-30,21.872344872604334,23.43939424140698,27.466676325743126
2019-10-31,21.70246258233168,23.26066788512284,27.26987775777272
2019-11-01,22.265797107505765,23.856422406069974,27.97772662883755
2019-11-04,22.720103681250407,24.343183759044535,28.53894966232467
2019-11-05,22.678622190793813,24.299331384902683,28.48838902867718
2019-11-06,22.649620512140423,24.268634723003387,28.452996585123937
2019-11-07,22.84211020487816,24.472548262763,28.68810353158476
2019-11-08,23.064828064539356,24.70715846442191,28.95860292159882
2019-11-11,23.00197921880353,24.639834468485066,28.88276197112759
2019-11-12,23.213185610006217,24.866491921472438,29.138093171047405
2019-11-13,23.13534078817206,24.783458993150333,29.044555998799552
2019-11-14,23.133241582946745,24.78121485995244,29.04202796711718
2019-11-15,23.580345247924754,25.25921523110402,29.580498715462927
2019-11-18,23.70577638568231,25.39357679672101,29.729652584723016
2019-11-19,23.774047656247664,25.46645086620819,29.810549598558996
2019-11-20,23.3486713315225,25.013265246584776,29.30747129376649
2019-11-21,23.202948927758964,24.85613053425304,29.133037107682657
2019-11-22,23.253423648974707,24.910786086368425,29.193709868059642
2019-11-25,24.06218954607086,25.777195891678986,30.164474034091413
2019-11-26,24.271169942355307,25.99605461854129,30.40969310728173
2019-11-27,24.739215001506164,26.48341013402848,30.9557479506746
2019-11-29,24.412226352945495,26.147225079363707,30.579071230000814
2019-12-02,23.529122946414827,25.201358725141404,29.47288445369725
2019-12-03,22.979515907893774,24.597961223309934,28.76721357915877
2019-12-04,23.347132462942035,25.00799195814522,29.246742822088393
2019-12-05,23.465342229187,25.138456282865537,29.39932030847509
2019-12-06,24.236294893815945,25.986474393547603,30.39107396998863
2019-12-09,23.85328627536363,25.575807511521063,29.908820129087815
2019-12-10,23.919656417285864,25.647732219672605,29.993282666194737
2019-12-11,24.277861405032397,26.035197582940583,30.44829052738364
2019-12-12,24.795594634090996,26.589713881270207,31.0994694424983
2019-12-13,25.04822982350541,26.856531346993666,31.41279820918527
2019-12-16,25.773667136500737,27.634340001498074,32.306466343735934
2019-12-17,25.7669051552674,27.62722589795078,32.298292549822364
2019-12-18,25.906141213455125,27.774250704594905,32.46721762403621
2019-12-19,26.381696918820584,28.274609320754752,33.04210779595752
2019-12-20,26.721600605991647,28.627943130270474,33.448072893664985
2019-12-23,26.866547439345045,28.783230598388062,33.61972256585002
2019-12-24,26.89425601975576,28.812809163743793,33.65241774150431
2019-12-26,27.585136014306446,29.549808417190757,34.467072534890434
2019-12-27,27.387746847835558,29.34275845970064,34.238206305310385
2019-12-30,26.92469724695848,28.846655123092262,33.69873590701456
2019-12-31,27.095794507265474,29.032067481218625,33.900356156882694
2020-01-02,28.391414490845765,30.420272827374184,35.521344937099826
2020-01-03,27.608329675834106,29.606754640648614,34.57141065191882
